
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 geometry.py:239(Point3D)
        1    0.000    0.000    0.000    0.000 geometry.py:257(Backdrop)
        1    0.000    0.000    0.000    0.000 geometry.py:276(Scene3D)
        1    0.000    0.000    0.000    0.000 geometry.py:295(Bevel)
        1    0.000    0.000    0.001    0.001 geometry.py:3(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:317(Shape3D)
        1    0.000    0.000    0.000    0.000 geometry.py:34(Point2D)
        1    0.000    0.000    0.000    0.000 geometry.py:357(Path2D)
        1    0.000    0.000    0.000    0.000 geometry.py:379(Path2DList)
        1    0.000    0.000    0.000    0.000 geometry.py:389(GeomRect)
        1    0.000    0.000    0.000    0.000 geometry.py:408(AdjPoint2D)
        1    0.000    0.000    0.000    0.000 geometry.py:421(ConnectionSite)
        1    0.000    0.000    0.000    0.000 geometry.py:434(ConnectionSiteList)
        1    0.000    0.000    0.000    0.000 geometry.py:444(AdjustHandleList)
        1    0.000    0.000    0.000    0.000 geometry.py:448(GeomGuide)
        1    0.000    0.000    0.000    0.000 geometry.py:461(GeomGuideList)
        1    0.000    0.000    0.000    0.000 geometry.py:471(CustomGeometry2D)
        1    0.000    0.000    0.000    0.000 geometry.py:496(PresetGeometry2D)
        1    0.000    0.000    0.000    0.000 geometry.py:50(PositiveSize2D)
        1    0.000    0.000    0.000    0.000 geometry.py:559(FontReference)
        1    0.000    0.000    0.000    0.000 geometry.py:569(StyleMatrixReference)
        1    0.000    0.000    0.000    0.000 geometry.py:579(ShapeStyle)
        1    0.000    0.000    0.000    0.000 geometry.py:72(Transform2D)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:461(iinfo)
       23    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:525(min)
       16    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.002    0.002 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 glob.py:11(glob)
        2    0.000    0.000    0.000    0.000 glob.py:117(_iterdir)
        1    0.000    0.000    0.000    0.000 glob.py:134(_listdir)
        3    0.000    0.000    0.000    0.000 glob.py:152(has_magic)
        2    0.000    0.000    0.000    0.000 glob.py:159(_ishidden)
        1    0.000    0.000    0.000    0.000 glob.py:24(iglob)
        2    0.000    0.000    0.001    0.000 glob.py:42(_iglob)
        1    0.000    0.000    0.001    0.001 glob.py:82(_glob1)
        2    0.000    0.000    0.000    0.000 glob.py:85(<genexpr>)
        1    0.000    0.000    0.000    0.000 graphic.py:105(GraphicData)
        1    0.000    0.000    0.000    0.000 graphic.py:122(GraphicObject)
        1    0.000    0.000    0.000    0.000 graphic.py:137(GraphicFrame)
        1    0.000    0.000    0.000    0.000 graphic.py:169(GroupShape)
        1    0.000    0.000    0.002    0.002 graphic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphic.py:41(GraphicFrameLocking)
        1    0.000    0.000    0.000    0.000 graphic.py:69(NonVisualGraphicFrameProperties)
        1    0.000    0.000    0.000    0.000 graphic.py:84(NonVisualGraphicFrame)
        1    0.000    0.000    0.016    0.016 groupby.py:1(<module>)
       98    0.006    0.000    6.282    0.064 groupby.py:1002(_concat_objects)
    91911    0.017    0.000    0.017    0.000 groupby.py:1017(<lambda>)
       27    0.001    0.000    0.165    0.006 groupby.py:1069(_set_result_index_ordered)
       42    0.000    0.000    0.000    0.000 groupby.py:1109(_resolve_numeric_only)
       10    0.021    0.002    6.728    0.673 groupby.py:1241(apply)
       98    0.002    0.000   28.320    0.289 groupby.py:1290(_python_apply_general)
       29    0.004    0.000    1.468    0.051 groupby.py:1422(_transform)
       98    0.001    0.000    0.148    0.002 groupby.py:1475(_apply_filter)
        2    0.001    0.000    0.003    0.001 groupby.py:1492(_cumcount_array)
        2    0.000    0.000    0.000    0.000 groupby.py:1527(_obj_1d_constructor)
       30    0.000    0.000    0.200    0.007 groupby.py:2080(rolling)
        2    0.000    0.000    0.003    0.002 groupby.py:2605(cumcount)
       42    0.008    0.000    0.050    0.001 groupby.py:2790(_get_cythonized_result)
       44    0.000    0.000    1.028    0.023 groupby.py:2972(shift)
     4594    0.004    0.000    0.537    0.000 groupby.py:3003(<lambda>)
        1    0.000    0.000    0.000    0.000 groupby.py:524(GroupByPlot)
      180    0.000    0.000    0.001    0.000 groupby.py:550(group_selection_context)
        1    0.000    0.000    0.000    0.000 groupby.py:571(BaseGroupBy)
   278398    0.094    0.000    0.462    0.000 groupby.py:616(indices)
    91938    0.316    0.000    1.305    0.000 groupby.py:624(_get_indices)
    91990    0.077    0.000    0.103    0.000 groupby.py:631(get_converter)
     2611    0.001    0.000    0.001    0.000 groupby.py:635(<lambda>)
    96915    0.015    0.000    0.015    0.000 groupby.py:639(<lambda>)
       27    0.000    0.000    0.000    0.000 groupby.py:666(<listcomp>)
     2638    0.004    0.000    0.009    0.000 groupby.py:667(<genexpr>)
   183822    0.059    0.000    0.074    0.000 groupby.py:671(<genexpr>)
    91938    0.138    0.000    0.326    0.000 groupby.py:673(<listcomp>)
    91911    0.094    0.000    1.275    0.000 groupby.py:675(_get_index)
      171    0.000    0.000    0.000    0.000 groupby.py:682(_selected_obj)
      127    0.000    0.000    0.000    0.000 groupby.py:758(__iter__)
        1    0.000    0.000    0.002    0.002 groupby.py:775(GroupBy)
      370    0.004    0.000    0.767    0.002 groupby.py:846(__init__)
      171    0.000    0.000    0.000    0.000 groupby.py:905(__getattr__)
       88    0.001    0.000    0.012    0.000 groupby.py:915(_make_wrapper)
       88    0.087    0.001   21.701    0.247 groupby.py:929(wrapper)
    74045    0.136    0.000   13.241    0.000 groupby.py:936(curried)
       90    0.000    0.000    0.000    0.000 groupby.py:956(_set_group_selection)
       90    0.000    0.000    0.000    0.000 groupby.py:983(_reset_group_selection)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
       29    0.000    0.000    0.003    0.000 grouper.py:260(__new__)
       29    0.000    0.000    0.000    0.000 grouper.py:268(__init__)
       58    0.000    0.000    0.000    0.000 grouper.py:292(ax)
       58    0.023    0.000    0.673    0.012 grouper.py:329(_set_grouper)
        1    0.000    0.000    0.000    0.000 grouper.py:424(Grouping)
      314    0.003    0.000    0.708    0.002 grouper.py:456(__init__)
        1    0.000    0.000    0.000    0.000 grouper.py:49(Grouper)
      256    0.001    0.000    0.001    0.000 grouper.py:560(name)
      314    0.000    0.000    0.000    0.000 grouper.py:578(_ilevel)
      164    0.000    0.000    0.010    0.000 grouper.py:593(ngroups)
      657    0.001    0.000    0.182    0.000 grouper.py:606(codes)
      285    0.000    0.000    0.020    0.000 grouper.py:614(group_arraylike)
      207    0.000    0.000    0.020    0.000 grouper.py:622(result_index)
      256    0.001    0.000    0.039    0.000 grouper.py:631(group_index)
  285/256    0.001    0.000    0.199    0.001 grouper.py:639(_codes_and_uniques)
      200    0.007    0.000    0.763    0.004 grouper.py:680(get_grouper)
      456    0.000    0.000    0.001    0.000 grouper.py:782(<genexpr>)
      456    0.000    0.000    0.000    0.000 grouper.py:783(<genexpr>)
      456    0.000    0.000    0.000    0.000 grouper.py:784(<genexpr>)
      256    0.000    0.000    0.001    0.000 grouper.py:818(is_in_axis)
      256    0.000    0.000    0.000    0.000 grouper.py:831(is_in_obj)
      256    0.000    0.000    0.000    0.000 grouper.py:907(_is_label_like)
      314    0.001    0.000    0.002    0.000 grouper.py:911(_convert_grouper)
       29    0.000    0.000    0.000    0.000 grouper.py:932(_check_deprecated_resample_kwargs)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.011    0.011 hashing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       18    0.000    0.000    0.000    0.000 header_footer.py:113(__bool__)
        1    0.000    0.000    0.000    0.000 header_footer.py:132(HeaderFooterItem)
       18    0.000    0.000    0.001    0.000 header_footer.py:146(__init__)
        6    0.000    0.000    0.000    0.000 header_footer.py:188(__bool__)
        1    0.000    0.000    0.000    0.000 header_footer.py:214(HeaderFooter)
        3    0.000    0.000    0.001    0.000 header_footer.py:231(__init__)
        1    0.000    0.000    0.000    0.000 header_footer.py:267(__bool__)
        1    0.000    0.000    0.000    0.000 header_footer.py:268(<listcomp>)
        1    0.000    0.000    0.001    0.001 header_footer.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header_footer.py:53(_HeaderFooterPart)
       54    0.000    0.000    0.000    0.000 header_footer.py:93(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:151(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:526(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:638(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 hyperlink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperlink.py:38(HyperlinkList)
        3    0.000    0.000    0.000    0.000 hyperlink.py:44(__init__)
        1    0.000    0.000    0.000    0.000 hyperlink.py:48(__bool__)
        1    0.000    0.000    0.000    0.000 hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 image.py:21(Image)
        1    0.000    0.000    0.001    0.001 image.py:3(<module>)
        1    0.000    0.000    0.017    0.017 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:253(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:260(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:307(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
      175    0.004    0.000    0.012    0.000 index_tricks.py:323(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:430(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:532(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:557(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:564(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:613(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:710(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
       31    0.000    0.000    0.001    0.000 indexed_list.py:14(__init__)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(<module>)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(IndexedList)
   216824    0.161    0.000    1.899    0.000 indexed_list.py:42(append)
   216815    0.198    0.000    3.689    0.000 indexed_list.py:47(add)
        2    0.000    0.000    0.002    0.001 indexers.py:1(<module>)
   412560    0.219    0.000    0.272    0.000 indexers.py:100(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexers.py:100(VariableWindowIndexer)
     8636    0.004    0.000    0.064    0.000 indexers.py:103(get_window_bounds)
   206280    0.315    0.000    0.670    0.000 indexers.py:107(is_empty_indexer)
   110256    0.066    0.000    0.086    0.000 indexers.py:125(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexers.py:126(VariableOffsetWindowIndexer)
   206281    0.207    0.000    0.295    0.000 indexers.py:133(check_setitem_lengths)
      217    0.001    0.000    0.007    0.000 indexers.py:197(validate_indices)
        1    0.000    0.000    0.000    0.000 indexers.py:208(ExpandingIndexer)
    15899    0.024    0.000    0.099    0.000 indexers.py:211(get_window_bounds)
        1    0.000    0.000    0.000    0.000 indexers.py:226(FixedForwardWindowIndexer)
   408835    4.935    0.000    9.417    0.000 indexers.py:249(maybe_convert_indices)
